,avg_tripduration,total_trips,unique_start_stations,unique_end_stations,usertype_Customer,usertype_Subscriber
2015-10-27,891.580275177878,44553,455,459,3257,41296
2015-10-28,865.9493152006173,20736,455,455,616,20120
2015-10-29,986.8879139291856,45358,456,460,3487,41871
2015-10-30,956.1802416999865,44518,455,459,4661,39857
2015-10-31,1229.4674707141958,31756,450,452,6323,25433
2015-11-01,1211.770067271896,30622,451,453,6138,24484
2015-11-02,998.263596353348,44534,458,461,4951,39583
2015-11-03,1080.9482220330049,49326,459,465,5475,43851
2015-11-04,1016.4768929213733,49487,461,466,4936,44551
2015-11-05,917.2762637771474,43006,463,466,3430,39576
2015-11-06,1025.841821805691,47162,465,469,4940,42222
2015-11-07,1279.1286741977183,35586,462,466,7548,28038
2015-11-08,1187.309558436736,32317,463,464,6660,25657
2015-11-09,950.2496805641001,42262,466,468,3465,38797
2015-11-10,781.1253648366921,21585,460,464,780,20805
2015-11-11,896.2686646333377,37705,462,466,2427,35278
2015-11-12,800.6309654599534,37319,464,467,1743,35576
2015-11-13,872.3662047729023,38970,463,463,2915,36055
2015-11-14,1033.9367168662793,25299,457,459,3536,21763
2015-11-15,1088.2191612158522,25990,460,460,3938,22052
2015-11-16,915.6291181933718,40916,463,467,2666,38250
2015-11-17,862.1132283828553,38939,461,465,1985,36954
2015-11-18,839.1447993250573,41485,462,464,1858,39627
2015-11-19,878.6962083142988,21890,460,462,753,21137
2015-11-20,978.8239235702133,38205,460,464,2544,35661
2015-11-21,1012.0601326770811,28038,459,458,4390,23648
2015-11-22,1003.2856102471833,23343,458,458,2826,20517
2015-11-23,796.5444650915848,30136,460,461,1399,28737
2015-11-24,798.029734930784,32218,461,463,1331,30887
2015-11-25,905.7331242779336,30295,461,463,1820,28475
2015-11-26,1424.9706568354525,13291,447,446,3823,9468
2015-11-27,1111.6204433929197,22824,460,458,5182,17642
2015-11-28,1079.7233101705622,15830,453,454,3256,12574
2015-11-29,958.1174398439193,18452,453,453,2588,15864
2015-11-30,763.8854466620329,30213,461,461,1293,28920
2015-12-01,772.8362954508398,18399,458,457,441,17958
2015-12-02,810.4280548313851,23782,459,461,596,23186
2015-12-03,789.0729722558009,33917,464,465,1304,32613
2015-12-04,873.225379278579,34737,464,466,1749,32988
2015-12-05,1273.5946961074437,26358,461,465,3895,22463
2015-12-06,1180.8218738724293,24943,462,464,3655,21288
2015-12-07,846.4228594862182,34139,465,470,1792,32347
2015-12-08,821.521031055203,35614,466,468,1543,34071
2015-12-09,872.0777488245624,35306,466,469,1259,34047
2015-12-10,883.634977876672,39099,466,468,1973,37126
2015-12-11,952.7642089093702,39060,467,469,2388,36672
2015-12-12,1200.2819726507494,31957,464,464,5218,26739
2015-12-13,1179.4224555482642,32001,465,465,6085,25916
2015-12-14,811.5874900055354,32518,468,470,1969,30549
2015-12-15,825.0140710276506,38661,467,468,1899,36762
2015-12-16,797.1977386864181,35643,467,467,1511,34132
2015-12-17,862.7360775920951,21961,465,468,481,21480
2015-12-18,882.2227397081814,30704,466,466,1139,29565
2015-12-19,897.2923838452019,17778,462,461,1355,16423
2015-12-20,970.295067527892,17030,460,460,1598,15432
2015-12-21,775.4513422818792,29800,466,467,1356,28444
2015-12-22,808.292881740116,22941,466,469,851,22090
2015-12-23,802.6682189377067,14817,465,459,522,14295
2015-12-24,1130.5438282647585,18447,465,462,1715,16732
2015-12-25,2094.8167518041028,12333,448,450,5802,6531
2015-12-26,1392.6844185712232,13914,460,456,3792,10122
2015-12-27,1267.446990969113,13177,456,453,3159,10018
2015-12-28,889.0960876700725,18889,466,467,2448,16441
2015-12-29,726.7427886416423,13347,463,461,754,12593
2015-12-30,955.3031098456199,22477,466,468,2532,19945
2015-12-31,1008.9503337259521,20376,454,457,3096,17280
2016-01-01,1213.1380688527568,11009,460,454,2501,8508
2016-01-02,1027.1729622266403,14587,462,459,2453,12134
2016-01-03,944.5974579005098,15499,461,463,2131,13368
2016-01-04,771.5624968100852,19593,467,466,642,18951
2016-01-05,682.2750789342491,18053,468,470,482,17571
2016-01-06,835.5083234970898,24569,469,471,875,23694
2016-01-07,773.854174918086,27773,467,470,905,26868
2016-01-08,842.5964331742659,28709,465,468,1151,27558
2016-01-09,890.3881799865682,20846,463,464,1687,19159
2016-01-10,911.0108581436077,14275,461,461,924,13351
2016-01-11,716.1495836421502,22937,469,468,535,22402
2016-01-12,732.1922176827575,25211,468,470,470,24741
2016-01-13,796.9891638669379,21133,465,467,347,20786
2016-01-14,781.1737174095879,23780,467,470,453,23327
2016-01-15,869.2584490944258,28435,468,469,1060,27375
2016-01-16,1015.08249035353,19178,465,463,2056,17122
2016-01-17,981.100881570193,12024,460,459,1158,10866
2016-01-18,748.3658594118572,12718,460,460,502,12216
2016-01-19,670.0007522712806,17281,464,466,270,17011
2016-01-20,753.2608027327071,23420,465,466,415,23005
2016-01-21,822.2985383575532,23672,467,474,432,23240
2016-01-22,891.6265393794749,20950,467,468,356,20594
2016-01-23,,0,0,0,0,0
2016-01-24,,0,0,0,0,0
2016-01-25,,0,0,0,0,0
2016-01-26,,0,0,0,0,0
2016-01-27,1079.428339003106,6761,247,435,128,6633
2016-01-28,1008.9159551314248,11946,333,444,191,11755
2016-01-29,843.5729972548041,16028,435,457,335,15693
2016-01-30,917.209974562553,12973,457,458,808,12165
2016-01-31,962.1516317160938,16118,463,466,1276,14842
2016-02-01,795.0407660064108,24334,466,471,717,23617
2016-02-02,862.2542063937185,28528,467,467,885,27643
2016-02-03,699.7807813367895,16203,463,468,299,15904
2016-02-04,943.999927969459,27766,468,471,930,26836
2016-02-05,835.3442574981711,13670,464,461,297,13373
2016-02-06,982.304553239237,16933,467,466,1364,15569
2016-02-07,953.4158477705197,17605,466,461,1806,15799
2016-02-08,768.4023441606223,19026,467,471,390,18636
2016-02-09,786.4022250560662,22741,466,470,506,22235
2016-02-10,808.7097680642283,22420,468,471,411,22009
2016-02-11,811.3870812886707,18748,468,469,284,18464
2016-02-12,915.8022980120372,16449,468,466,319,16130
2016-02-13,834.2425660377359,6625,454,445,173,6452
2016-02-14,946.5826348592306,4653,438,435,192,4461
2016-02-15,712.394629503739,5884,451,446,159,5725
2016-02-16,744.8725072204649,14542,465,467,190,14352
2016-02-17,771.630069574071,23572,471,473,575,22997
2016-02-18,858.8966353712772,22261,468,472,679,21582
2016-02-19,792.3605355435129,21959,469,467,770,21189
2016-02-20,1227.6980477046234,24484,466,469,4058,20426
2016-02-21,1178.2368342309994,20052,464,466,3151,16901
2016-02-22,843.0448057237984,28233,468,473,1404,26829
2016-02-23,772.6867910494018,16133,465,468,267,15866
2016-02-24,715.4063108288085,9761,456,459,143,9618
2016-02-25,744.7249223169468,25102,467,470,747,24355
2016-02-26,778.3455898639968,22573,465,467,777,21796
2016-02-27,1016.9483919656334,17226,464,464,1814,15412
2016-02-28,1257.4260722569486,25437,465,466,5326,20111
2016-02-29,798.8825570580238,27954,468,471,1192,26762
2016-03-01,907.4826772427808,30509,470,473,1567,28942
2016-03-02,811.9212445123115,26195,466,470,781,25414
2016-03-03,797.1343252566394,24061,466,466,847,23214
2016-03-04,759.697737348149,17369,461,464,538,16831
2016-03-05,1004.8697775065194,18023,464,462,1991,16032
2016-03-06,980.7445305862362,18832,461,460,2174,16658
2016-03-07,971.8428172234218,31492,469,470,1905,29587
2016-03-08,901.9314367076477,36521,469,471,2288,34233
2016-03-09,1099.716172571704,41490,468,470,3263,38227
2016-03-10,1059.1619331629272,42252,468,470,3635,38617
2016-03-11,1096.5244665532139,38195,468,471,3805,34390
2016-03-12,1359.3903146074274,32771,465,470,8429,24342
2016-03-13,1346.7665335753177,27550,464,465,6367,21183
2016-03-14,734.5025617566331,10930,459,466,462,10468
2016-03-15,929.4935118369414,31596,467,471,2028,29568
2016-03-16,985.5060858956941,36067,466,469,2921,33146
2016-03-17,972.765442215315,35390,465,470,2444,32946
2016-03-18,927.601495078939,34647,466,470,2815,31832
2016-03-19,1101.8343313373252,24048,465,466,4212,19836
2016-03-20,1142.6558340328577,16678,460,462,1844,14834
2016-03-21,816.5107518740062,26414,466,471,1617,24797
2016-03-22,933.9870436158462,33497,467,471,2326,31171
2016-03-23,1032.5625503257447,40983,469,472,3678,37305
2016-03-24,902.1141252226332,36495,466,470,3493,33002
2016-03-25,1155.1110948177259,34097,467,470,4505,29592
2016-03-26,1527.1500837033263,27478,463,464,7848,19630
2016-03-27,1285.862651781346,22483,461,465,5981,16502
2016-03-28,879.5177684934873,20345,463,469,1461,18884
2016-03-29,862.408786252025,31481,468,469,2270,29211
2016-03-30,970.724052962831,33684,468,472,2533,31151
2016-03-31,1084.9594763742568,38348,469,473,3210,35138
2016-04-01,1062.2395715405382,34449,468,475,3130,31319
2016-04-02,1119.679151975823,21839,465,466,3132,18707
2016-04-03,1108.5210807988512,15322,462,466,1428,13894
2016-04-04,674.1970411315233,12302,463,469,279,12023
2016-04-05,904.6122036740605,26238,467,473,1080,25158
2016-04-06,916.8704580282649,29365,467,473,1327,28038
2016-04-07,831.4216498914545,30402,469,472,905,29497
2016-04-08,984.3284875231203,30817,468,474,1554,29263
2016-04-09,1239.4009604786647,12702,464,466,874,11828
2016-04-10,1225.9552283783203,23229,463,466,3922,19307
2016-04-11,886.3308786819771,32048,468,473,2042,30006
2016-04-12,839.0671996633705,23765,468,472,1054,22711
2016-04-13,905.2514185247343,37539,469,471,2471,35068
2016-04-14,999.0852356836774,38505,469,471,2769,35736
2016-04-15,916.0601623147495,39676,469,471,3787,35889
2016-04-16,1267.5405001659842,36148,467,469,9272,26876
2016-04-17,1476.958937260253,38843,466,471,11549,27294
2016-04-18,1032.654021002864,43994,468,473,5299,38695
2016-04-19,914.7833966359196,46075,467,469,4088,41987
2016-04-20,1023.387545738209,44547,465,469,4151,40396
2016-04-21,959.3121790651744,45570,464,468,4414,41156
2016-04-22,1197.9904537539692,48815,464,469,9741,39074
2016-04-23,1438.9963146788718,33647,462,464,9355,24292
2016-04-24,1422.2313421010933,37866,462,465,11126,26740
2016-04-25,1063.7738725536542,42308,467,470,5660,36648
2016-04-26,978.370551049274,34643,467,471,2761,31882
2016-04-27,1033.2404426319429,41931,467,472,4541,37390
2016-04-28,931.010366570482,37428,464,467,3708,33720
2016-04-29,1112.5447560066518,34878,463,466,3630,31248
2016-04-30,1533.7074287311216,38258,915,922,11416,26842
2016-05-01,873.2810133682341,10697,455,459,1179,9518
2016-05-02,1042.5363416975893,38537,462,466,3746,34791
2016-05-03,967.7829643888355,22858,460,463,1509,21349
2016-05-04,820.2539928523988,31619,462,465,2163,29456
2016-05-05,957.132421121219,39903,464,467,3232,36671
2016-05-06,896.5336691410392,18860,463,465,1064,17796
2016-05-07,1246.289433039449,31078,465,469,6391,24687
2016-05-08,1261.3091002339968,31197,463,465,7519,23678
2016-05-09,1040.8253652348876,45724,464,468,4970,40754
2016-05-10,922.8623603647796,44849,465,468,3503,41346
2016-05-11,997.3802192219769,51181,463,468,5102,46079
2016-05-12,1016.4914774357699,52273,463,468,6335,45938
2016-05-13,973.4972677595629,32391,464,467,2908,29483
2016-05-14,1382.8879062358842,42063,462,464,11445,30618
2016-05-15,1241.113359617599,28661,461,466,6093,22568
2016-05-16,1039.637296375067,42787,463,468,5040,37747
2016-05-17,939.0215688081851,43396,464,470,3926,39470
2016-05-18,967.8540053121443,44803,466,470,4264,40539
2016-05-19,968.9890203733073,49182,465,470,4761,44421
2016-05-20,1103.9208838475154,52543,464,467,6678,45865
2016-05-21,1182.2579376781678,30519,462,464,5919,24600
2016-05-22,1185.4608221787207,37802,462,465,8826,28976
2016-05-23,951.9215488492733,48578,464,469,4769,43809
2016-05-24,874.049488446948,34796,464,467,1739,33057
2016-05-25,987.3093620763862,53439,464,468,4161,49278
2016-05-26,974.6314551192729,52133,916,927,4132,48001
2016-05-27,1046.6184033917805,46937,467,470,4789,42148
2016-05-28,1317.6710595523348,34222,465,466,9332,24890
2016-05-29,1467.0883477506304,36877,465,466,12826,24051
2016-05-30,1175.5774548575982,32619,465,467,7699,24920
2016-05-31,917.1835557520701,49756,467,471,3994,45762
2016-06-01,1096.1975487057532,54665,467,472,3984,50681
2016-06-02,966.814139445966,54401,467,470,4017,50384
2016-06-03,939.90791533034,38975,466,467,2447,36528
2016-06-04,1298.4539863826049,40977,466,468,9341,31636
2016-06-05,1043.0324597044248,22397,463,462,2629,19768
2016-06-06,965.488312335807,52149,467,470,4605,47544
2016-06-07,903.0233729637922,51812,465,472,3224,48588
2016-06-08,813.1414911242604,42250,467,471,1376,40874
2016-06-09,945.3141480011341,52905,469,474,3547,49358
2016-06-10,961.988892849772,53299,468,472,4865,48434
2016-06-11,1110.2621740190104,41030,466,468,8402,32628
2016-06-12,1183.7169574525678,40637,463,464,8754,31883
2016-06-13,904.0388432615297,49069,468,473,3525,45544
2016-06-14,929.0900333862405,54813,467,471,3579,51234
2016-06-15,938.147977256626,55049,466,470,3624,51425
2016-06-16,859.7290142430409,46198,465,467,2614,43584
2016-06-17,1015.2929050814956,54236,466,472,6152,48084
2016-06-18,1251.8025807243205,48901,465,468,15510,33391
2016-06-19,1273.4872542522642,45270,464,466,14090,31180
2016-06-20,716.2489855682732,52247,465,469,4098,48149
2016-06-21,866.9559573980895,53564,891,913,3158,50406
2016-06-22,944.7829736856266,55749,465,471,3320,52429
2016-06-23,875.9905649738752,53206,467,470,2976,50230
2016-06-24,955.8564389325657,54186,466,469,4842,49344
2016-06-25,1228.2583720930234,43000,465,467,8776,34224
2016-06-26,1193.6514933010792,42992,457,460,9616,33376
2016-06-27,897.301299364141,47023,466,469,3789,43234
2016-06-28,882.3127860786805,49593,467,470,2637,46956
2016-06-29,890.5610582704712,54882,467,471,3476,51406
2016-06-30,857.6642415622778,54843,467,473,3859,50984
2016-07-01,1022.1545035165999,39669,469,473,4223,35446
2016-07-02,1241.3189720121661,35837,466,466,11431,24406
2016-07-03,1387.6402908226773,35348,464,465,13950,21398
2016-07-04,1240.0961847389558,34860,465,467,12511,22349
2016-07-05,890.5266779444038,43744,468,469,4694,39050
2016-07-06,890.6930461706229,51353,470,472,4591,46762
2016-07-07,846.4357022690903,48742,471,472,3988,44754
2016-07-08,990.1202863639434,44419,472,475,4218,40201
2016-07-09,1055.0278171045043,38142,468,470,8365,29777
2016-07-10,1257.917267985997,41991,468,470,10056,31935
2016-07-11,900.6935502175147,52870,472,472,5287,47583
2016-07-12,962.4618037745194,56537,474,474,5143,51394
2016-07-13,1000.6055581588148,55486,474,475,5015,50471
2016-07-14,938.0435749751738,50350,470,472,4329,46021
2016-07-15,906.1173103845837,48572,470,472,5242,43330
2016-07-16,1087.5952194969536,38406,465,467,9925,28481
2016-07-17,1228.1407840955812,41347,466,467,11246,30101
2016-07-18,926.5922814567263,43687,472,473,3938,39749
2016-07-19,924.4185884637225,54593,473,474,4794,49799
2016-07-20,916.2491743119266,57225,472,471,5200,52025
2016-07-21,925.7142336165713,54842,472,475,4977,49865
2016-07-22,956.3611690372545,49191,940,942,5104,44087
2016-07-23,1085.5996588758894,37523,467,469,9264,28259
2016-07-24,1268.6188409819108,39637,469,471,10171,29466
2016-07-25,863.8019446564346,35379,471,471,3681,31698
2016-07-26,926.3447800120956,52912,473,474,4700,48212
2016-07-27,954.2085002677104,54163,472,474,4759,49404
2016-07-28,895.8126856892186,50151,474,476,4463,45688
2016-07-29,934.3105323183831,37703,472,473,4539,33164
2016-07-30,1052.486861051116,27780,468,467,6553,21227
2016-07-31,965.112328668041,27651,467,469,5534,22117
2016-08-01,924.8633226048056,49401,477,479,4737,44664
2016-08-02,899.1823338735818,56764,479,481,5834,50930
2016-08-03,915.7532410574883,57003,481,484,6116,50887
2016-08-04,980.6790686170589,56604,483,484,6066,50538
2016-08-05,968.221926187215,53297,488,490,6701,46596
2016-08-06,1189.008165019338,44213,487,489,13070,31143
2016-08-07,1143.1973367559763,43631,485,488,12837,30794
2016-08-08,938.8595537866902,52262,494,495,6085,46177
2016-08-09,890.6751675220986,56112,500,501,5952,50160
2016-08-10,890.6418565670272,50114,503,505,4451,45663
2016-08-11,853.0422939068101,47430,505,506,4420,43010
2016-08-12,991.199217877095,44750,509,510,4863,39887
2016-08-13,1109.2505139802631,38912,504,505,10814,28098
2016-08-14,1043.7233093656139,32961,503,505,7377,25584
2016-08-15,865.2238346615576,49063,508,509,5338,43725
2016-08-16,887.4109586324515,50426,509,510,4748,45678
2016-08-17,928.8352071718313,53989,508,510,5113,48876
2016-08-18,933.161054530422,53218,511,513,5434,47784
2016-08-19,964.9949486152238,51669,515,516,6393,45276
2016-08-20,1268.846978195866,45817,514,514,14164,31653
2016-08-21,1214.5850564263933,35051,1018,1020,9082,25969
2016-08-22,908.7014741563121,54404,521,522,6086,48318
2016-08-23,965.4291849882401,58674,525,528,6065,52609
2016-08-24,959.0631942772638,58154,535,536,5643,52511
2016-08-25,964.7434329837157,53487,542,543,5199,48288
2016-08-26,975.6772488806042,52037,545,547,6127,45910
2016-08-27,1199.7817357796557,45674,544,547,12080,33594
2016-08-28,1175.1436412106007,44639,541,542,11960,32679
2016-08-29,948.4631812040234,53288,553,558,5618,47670
2016-08-30,919.2289347617804,57405,564,565,5046,52359
2016-08-31,870.7875694760024,57214,565,566,4821,52393
2016-09-01,800.1005054075995,38187,569,570,2647,35540
2016-09-02,978.5524930669534,53007,570,573,7707,45300
2016-09-03,1147.3184482344464,41630,566,569,14090,27540
2016-09-04,1260.089324902766,46023,567,568,17916,28107
2016-09-05,1161.7740998327317,45436,567,568,13847,31589
2016-09-06,876.0565332621503,52447,571,572,4568,47879
2016-09-07,939.546958677686,60500,570,573,4888,55612
2016-09-08,872.2523378141437,61596,571,572,5635,55961
2016-09-09,884.5849189446077,56813,574,575,5416,51397
2016-09-10,1041.4774533071923,48455,569,571,11078,37377
2016-09-11,1153.6085175614892,52245,567,569,12072,40173
2016-09-12,960.7907467718443,61103,578,580,6185,54918
2016-09-13,907.4509014636253,64839,581,586,5183,59656
2016-09-14,864.214938432174,59203,582,586,4762,54441
2016-09-15,904.2815642126212,67331,583,585,5680,61651
2016-09-16,924.2933895059364,65275,582,585,7033,58242
2016-09-17,1155.2759797297297,59200,577,579,14590,44610
2016-09-18,1039.3603877258831,51686,578,583,11346,40340
2016-09-19,807.3119123125016,34217,1148,1146,1905,32312
2016-09-20,897.7177728806769,64891,583,588,5108,59783
2016-09-21,893.3461344576325,65463,583,587,5209,60254
2016-09-22,883.5981418669812,67810,588,589,5729,62081
2016-09-23,926.278034708549,65517,585,587,6703,58814
2016-09-24,1074.3432471507163,53259,579,580,12027,41232
2016-09-25,1080.649417562724,53568,582,582,12433,41135
2016-09-26,859.1215586615841,61386,586,587,5641,55745
2016-09-27,848.6103576435302,61346,586,590,4632,56714
2016-09-28,815.2269944840576,59464,588,589,3483,55981
2016-09-29,776.7524380150419,55578,589,591,3074,52504
2016-09-30,690.8132921752958,21381,591,595,630,20751
2016-10-01,937.2476200045213,39811,587,587,5384,33879
2016-10-02,1289.7102357214246,41023,586,588,6777,33554
2016-10-03,873.4097971055619,56384,593,593,5291,50478
2016-10-04,1067.6654300336209,60379,595,597,3911,56011
2016-10-05,858.8155811415307,65053,598,600,4237,60360
2016-10-06,975.9302507952948,67585,597,600,5286,61782
2016-10-07,958.3524644894986,65896,597,601,6869,58367
2016-10-08,1062.5015740072201,34625,592,594,6043,27934
2016-10-09,865.5559039144267,21689,585,590,2145,19304
2016-10-10,904.2018371447708,52255,594,596,6138,45448
2016-10-11,837.9679247209366,58768,600,598,4042,54162
2016-10-12,839.0966892009013,57690,599,601,4402,52882
2016-10-13,815.572357351716,61217,599,601,3950,56811
2016-10-14,950.7213287983357,60566,598,602,5286,54622
2016-10-15,1070.2014156024004,51992,595,594,10535,39976
2016-10-16,1015.6267034990792,48870,596,595,9789,37870
2016-10-17,894.5457331184066,62657,598,601,5395,56551
2016-10-18,953.2749267291911,68240,599,601,5607,61806
2016-10-19,909.19072048887,69772,1185,1181,6295,62733
2016-10-20,851.7900870056852,63674,595,595,4825,58214
2016-10-21,820.3059476916302,40873,593,594,1974,38683
2016-10-22,947.5056317432716,25303,586,588,1886,23106
2016-10-23,999.4440826761208,41463,589,589,7226,33406
2016-10-24,859.2978230578527,55261,593,595,3848,50958
2016-10-25,807.2375998936998,52681,596,597,2560,49793
2016-10-26,798.5667250971725,52484,593,596,2626,49473
2016-10-27,660.1427011112166,21058,592,591,340,20655
2016-10-28,812.6707106094027,46242,593,594,2033,43934
2016-10-29,985.4266124100296,42514,590,590,7175,34667
2016-10-30,1247.5551171719846,37765,588,591,7704,29362
2016-10-31,860.4170759953676,50082,591,590,3763,45800
2016-11-01,852.053531545375,55967,592,594,2927,52684
2016-11-02,864.7542803810504,62144,593,595,3905,57540
2016-11-03,815.2261028487114,59641,592,592,3142,56082
2016-11-04,868.1425436701971,57877,593,597,4626,52557
2016-11-05,1137.0648401076219,48689,586,587,9798,37799
2016-11-06,1028.0500596249967,39413,578,579,5928,32646
2016-11-07,821.8284425736621,49890,592,592,3027,46360
2016-11-08,896.8464745684857,56603,592,595,3533,52550
2016-11-09,816.3159222280609,38060,595,594,938,36923
2016-11-10,953.1984824359655,50871,592,594,2370,48145
2016-11-11,858.1456624192704,45832,591,594,3301,42040
2016-11-12,991.4618513283526,34667,588,588,5116,28943
2016-11-13,1018.8294485194241,36810,587,589,5615,30385
2016-11-14,923.7076012614162,48834,592,597,2436,46084
2016-11-15,717.058001397624,22896,590,593,342,22485
2016-11-16,838.457219451839,53342,590,591,1932,51094
2016-11-17,807.568958159384,53895,589,591,2192,51335
2016-11-18,916.3631391646376,53390,590,592,3034,49786
2016-11-19,1181.6270594229975,41213,589,592,5662,34750
2016-11-20,734.1640878886355,20617,585,587,1185,19247
2016-11-21,682.7324093169963,32972,587,592,451,32412
2016-11-22,693.4968110979967,36749,815,818,753,35790
2016-11-23,791.3831602158649,34466,588,591,1209,33050
2016-11-24,942.302342847715,12122,579,583,1660,10236
2016-11-25,878.3607244995234,20980,589,589,2769,17791
2016-11-26,911.4652051572803,23811,588,589,3760,19449
2016-11-27,838.782946380363,24077,588,590,2570,21207
2016-11-28,780.8874106103442,42091,595,596,1413,40490
2016-11-29,748.1661639703866,14588,591,593,108,14445
2016-11-30,731.3413955391856,24435,596,598,238,24163
2016-12-01,772.289047685121,43242,599,600,1153,41882
2016-12-02,743.053668782894,42371,599,601,1345,40754
2016-12-03,880.6132511556241,29854,595,594,2295,27114
2016-12-04,893.3094882535057,27455,596,599,2539,24447
2016-12-05,791.4348491595235,35932,598,600,1072,34687
2016-12-06,787.3045721828873,33332,600,603,791,32363
2016-12-07,713.453801846348,38021,598,600,764,37121
2016-12-08,821.8001312269722,39626,598,602,668,38769
2016-12-09,746.8617462068144,33547,601,602,567,32841
2016-12-10,755.1830734170428,22379,595,593,1164,21028
2016-12-11,840.9879206697005,17799,592,591,787,16879
2016-12-12,688.7905086613631,29037,599,598,452,28471
2016-12-13,761.1812427930813,39025,600,604,744,38100
2016-12-14,732.2210378755819,37808,601,602,673,37015
2016-12-15,650.4176294223466,25015,598,599,191,24782
2016-12-16,718.9673744385464,24490,596,593,334,24102
2016-12-17,711.7586157586157,6993,577,570,95,6872
2016-12-18,716.9354403191163,16295,587,589,397,15831
2016-12-19,660.1145073882022,25649,595,598,332,25239
2016-12-20,688.6105111070978,27685,594,597,473,27143
2016-12-21,705.6717387755102,30625,597,598,696,29794
2016-12-22,705.8055618504969,30889,596,598,764,30025
2016-12-23,808.4637488612208,26344,598,597,1065,25135
2016-12-24,809.9749188919391,8014,578,578,401,7532
2016-12-25,1355.449919387344,9924,572,574,2786,6832
2016-12-26,797.8451044083527,10775,586,584,1103,9560
2016-12-27,890.6496628780582,25955,598,596,2632,23006
2016-12-28,850.9997034023982,23601,594,595,1928,21329
2016-12-29,667.5543272507003,13207,595,590,342,12803
2016-12-30,901.2858011695906,21375,593,595,1917,19195
2016-12-31,927.988573581115,15928,579,582,2056,13627
2017-01-01,1149.8730089324754,16009,588,590,3313,12387
2017-01-02,715.1007734558906,8921,586,585,493,8351
2017-01-03,1000.4727426398084,14198,594,593,133,14036
2017-01-04,796.4334146126502,34039,599,601,1352,32569
2017-01-05,662.9258620082414,28393,597,600,573,27711
2017-01-06,761.2843611697067,24177,599,597,458,23683
2017-01-07,791.0196610169492,4425,558,551,64,4334
2017-01-08,642.5293750973975,6417,570,572,54,6343
2017-01-09,676.0073789101917,15856,597,595,59,15790
2017-01-10,685.1822486225896,23232,601,596,157,23042
2017-01-11,914.2443937197322,32419,602,601,566,31733
2017-01-12,759.8521479023703,39783,603,602,1042,38521
2017-01-13,778.6013507482669,33611,600,599,1052,32403
2017-01-14,735.5013387365221,13819,587,585,650,13043
2017-01-15,802.4188334100322,17384,590,591,1207,16053
2017-01-16,747.9674408958938,24110,596,597,1147,22780
2017-01-17,691.1133218920949,18646,596,592,170,18451
2017-01-18,704.8648280779078,30857,598,597,351,30416
2017-01-19,822.9071961926643,36561,600,600,890,35520
2017-01-20,710.9072966507177,26752,601,601,441,26234
2017-01-21,965.5633596392333,26610,594,595,2156,24254
2017-01-22,830.2900160795206,20523,593,594,1407,18954
2017-01-23,648.7095183921123,15822,596,590,202,15603
2017-01-24,648.6829397919672,13171,595,591,66,13084
2017-01-25,723.189732203298,36931,601,603,769,36040
2017-01-26,763.9687897703169,33002,599,599,597,32300
2017-01-27,714.6503673519787,32394,599,600,570,31715
2017-01-28,855.5670359590649,21302,591,595,984,20205
2017-01-29,904.5209748302037,22527,592,592,1382,20960
2017-01-30,805.3364735278228,29616,596,598,487,29043
2017-01-31,663.5123763359688,25169,596,598,226,24907
2017-02-01,715.0256665057778,35221,600,602,516,34611
2017-02-02,697.0139061911522,34517,602,601,575,33781
2017-02-03,666.566718412527,29632,600,601,561,28979
2017-02-04,762.6196625702978,19204,595,594,909,18139
2017-02-05,751.1796201206441,20059,593,594,839,19093
2017-02-06,739.5001047433788,33415,599,600,815,32434
2017-02-07,651.4081030668459,23053,599,597,161,22850
2017-02-08,859.6591718610864,40428,601,603,1175,39078
2017-02-09,,0,0,0,0,0
2017-02-10,1006.2353530295443,1997,249,456,16,1971
2017-02-11,959.8485322022547,8959,399,565,312,8582
2017-02-12,789.7155662816756,5801,555,559,77,5711
2017-02-13,652.8809992874209,23857,599,601,169,23643
2017-02-14,693.5468181205339,29668,600,600,365,29274
2017-02-15,724.0219955073006,32052,600,601,490,31448
2017-02-16,655.0067307692308,29120,598,596,284,28764
2017-02-17,707.9719157821472,28735,600,601,572,28024
2017-02-18,1191.8108665074744,30571,594,596,4661,25109
2017-02-19,1184.2242512783052,36963,596,596,8792,26786
2017-02-20,904.2078533382881,32292,598,598,4023,27487
2017-02-21,723.145145973103,32643,597,596,1225,31245
2017-02-22,746.9579474802592,38119,597,600,1123,36788
2017-02-23,879.7843003252109,42434,599,602,2281,39778
2017-02-24,946.6715570581106,47031,602,601,3726,42613
2017-02-25,1032.605314458807,33343,593,596,4502,28020
2017-02-26,833.501618515821,24714,592,593,2263,22059
2017-02-27,718.7025066696309,35984,601,604,1115,34687
2017-02-28,767.8386757499701,41835,601,604,1369,40197
2017-03-01,888.2476103665747,40592,603,605,1027,39374
2017-03-02,711.8546965499874,35739,600,598,1006,34511
2017-03-03,666.5493007555056,31105,603,603,867,30060
2017-03-04,785.6287229962929,15646,591,592,549,14949
2017-03-05,699.724228908851,15919,590,593,684,15076
2017-03-06,741.2314657960391,32467,603,604,912,31432
2017-03-07,729.4077754943908,29683,602,601,460,29114
2017-03-08,764.738388276703,43469,603,606,1764,41408
2017-03-09,822.3721824449748,45252,603,602,1907,42959
2017-03-10,726.8805670215077,18412,597,595,222,18129
2017-03-11,677.5664800790254,15185,592,591,515,14545
