,avg_tripduration,total_trips,unique_start_stations,unique_end_stations,usertype_Customer,usertype_Subscriber
2019-07-27,1176.1854794065546,72256,780,781,21442,50814
2019-07-28,1076.6219263506325,67672,779,780,19097,48575
2019-07-29,903.0079903539461,78766,1555,1557,10478,68288
2019-07-30,864.5587674320676,80742,780,780,9953,70789
2019-07-31,826.4597438243367,65580,780,781,6863,58717
2019-08-01,999.0336008938955,87706,782,783,10845,76861
2019-08-02,1084.9906029662047,82260,784,786,12710,69550
2019-08-03,1380.3530439283172,77285,782,786,24183,53102
2019-08-04,1246.5438027157984,66868,781,783,19626,47242
2019-08-05,998.4909883121139,82393,784,786,12809,69584
2019-08-06,1016.2091377325335,82515,783,783,11005,71510
2019-08-07,837.5953671948346,52193,784,783,5878,46315
2019-08-08,1013.5196397392255,79609,785,785,10897,68712
2019-08-09,1101.8932735426008,80280,786,786,13034,67246
2019-08-10,1356.2900728322443,82793,786,789,27994,54799
2019-08-11,1235.1647924759764,73365,785,786,22787,50578
2019-08-12,1027.7119735532315,81371,787,787,12668,68703
2019-08-13,1308.7991423399249,75004,1435,1463,9149,65855
2019-08-14,862.537584487388,75603,786,787,9410,66193
2019-08-15,910.9013583403037,84883,787,788,12169,72714
2019-08-16,972.109012643946,81541,786,787,13977,67564
2019-08-17,1379.8728382893205,78121,785,784,26013,52108
2019-08-18,1282.1234138463449,56347,785,787,15606,40741
2019-08-19,931.8876870867866,73963,786,787,10253,63710
2019-08-20,927.439192719408,82301,787,787,11192,71109
2019-08-21,899.8334839646153,73026,786,787,9200,63826
2019-08-22,931.5042717656631,73740,786,786,9495,64245
2019-08-23,987.930792754646,63765,786,787,10109,53656
2019-08-24,1196.777122069523,74220,783,783,22783,51437
2019-08-25,1225.8124061196106,71900,783,784,22058,49842
2019-08-26,977.7943361129741,79027,786,788,11673,67354
2019-08-27,841.6912889076867,82744,1561,1561,10839,71905
2019-08-28,809.928782151747,65082,785,786,6741,58341
2019-08-29,940.5274718676067,83267,787,787,12120,71147
2019-08-30,1033.3955867994532,76815,785,785,14429,62386
2019-08-31,1195.2988464592058,64237,783,784,22213,42024
2019-09-01,1374.6595018111607,62667,782,784,23742,38925
2019-09-02,1130.1724703640982,37792,781,782,8609,29183
2019-09-03,1006.4506187586602,83716,784,786,10956,72760
2019-09-04,899.3223273961784,84833,786,787,9307,75526
2019-09-05,1003.3714531096635,89656,786,786,10780,78876
2019-09-06,816.3517301320006,55227,784,785,5384,49843
2019-09-07,1210.2439913065712,78220,781,782,21283,56937
2019-09-08,1102.0970419913122,72515,785,787,18957,53558
2019-09-09,1007.9839875484913,84809,787,788,10529,74280
2019-09-10,892.8803548593351,87584,788,789,10189,77395
2019-09-11,927.210607199717,90448,788,789,10978,79470
2019-09-12,820.5986259781354,70159,786,786,7008,63151
2019-09-13,936.5789515724132,87636,786,787,12314,75322
2019-09-14,1106.2055352721013,75457,1553,1557,19685,55772
2019-09-15,1200.5066482625873,78968,778,782,21856,57112
2019-09-16,983.323191971354,82106,784,785,10603,71503
2019-09-17,906.5646015228153,93117,784,787,11237,81880
2019-09-18,934.1838083848249,90306,785,786,10641,79665
2019-09-19,919.294796720763,89655,785,787,10789,78866
2019-09-20,934.8728323060949,90534,784,784,13679,76855
2019-09-21,1275.6033517290264,98755,776,779,39899,58856
2019-09-22,1222.974758577373,76422,779,780,22202,54220
2019-09-23,960.906292037572,85489,779,780,10874,74615
2019-09-24,939.2529985813163,93044,782,785,11146,81898
2019-09-25,917.4596832251011,94015,1559,1565,11193,82822
2019-09-26,871.104464908444,84593,788,789,9766,74827
2019-09-27,1012.8394947892095,93268,790,791,14589,78679
2019-09-28,1149.476649142801,81603,789,789,23560,58043
2019-09-29,1130.2757250537932,75753,792,793,22185,53568
2019-09-30,893.689835800034,76553,795,795,10467,66086
2019-10-01,1006.6315880183379,87033,795,796,10695,76338
2019-10-02,924.1327344934291,79821,792,793,9016,70805
2019-10-03,715.5531010827552,39067,788,789,2802,36265
2019-10-04,908.4396353166986,83360,792,793,11067,72293
2019-10-05,1155.0934457768585,69131,790,792,17463,51668
2019-10-06,1044.5447036278333,60532,787,791,14404,46128
2019-10-07,887.4437877475008,77323,793,794,8646,68677
2019-10-08,838.7501148084251,80569,795,796,7989,72580
2019-10-09,775.4487868748388,50407,798,798,3342,47065
2019-10-10,845.2289172244745,84856,802,803,9223,75633
2019-10-11,887.2054580503723,79369,805,805,9917,69452
2019-10-12,1130.367175022261,70751,805,806,20330,50421
2019-10-13,1150.4241747515382,67616,801,802,20629,46987
2019-10-14,873.0825059761296,77630,1519,1543,14209,63421
2019-10-15,850.929545863579,83345,805,807,9501,73844
2019-10-16,839.4508126021427,44056,796,799,3590,40466
2019-10-17,844.833902736104,67322,807,811,5971,61351
2019-10-18,865.4378371767519,73589,809,809,8889,64700
2019-10-19,1138.2175122235678,66879,810,813,17177,49702
2019-10-20,960.5154985814858,28551,801,803,5223,23328
2019-10-21,891.5022246019302,78441,811,811,9598,68843
2019-10-22,761.9413567857533,54806,811,809,4021,50785
2019-10-23,887.4391650099403,80480,815,816,8357,72123
2019-10-24,864.7439081396603,83431,812,814,10013,73418
2019-10-25,935.0173994479495,81152,813,812,10750,70402
2019-10-26,1064.838247175826,68073,812,813,17379,50694
2019-10-27,901.6720980641304,26758,806,808,3917,22841
2019-10-28,841.5939902530557,76742,814,814,8409,68333
2019-10-29,726.6176017146724,53188,811,813,3710,49478
2019-10-30,777.0360317207036,68639,1618,1616,5556,63083
2019-10-31,846.7275253745771,49656,814,816,3960,45696
2019-11-01,937.546368256395,70641,823,824,8858,61783
2019-11-02,1072.2246197442769,58579,806,810,13612,44967
2019-11-03,1031.0669052494593,52253,804,809,10970,41283
2019-11-04,871.6316157279975,70117,821,824,7485,62632
2019-11-05,852.7051160394751,73768,825,828,6631,67137
2019-11-06,822.7125450394697,72714,829,831,6374,66340
2019-11-07,770.1730477968371,56782,826,830,4655,52127
2019-11-08,798.6594094840441,50295,829,825,3768,46527
2019-11-09,947.3117942778933,37993,826,825,5629,32364
2019-11-10,942.0046770019705,42121,826,829,7328,34793
2019-11-11,866.1930706040102,64883,830,832,6873,58010
2019-11-12,681.0301878125957,39188,826,826,1981,37207
2019-11-13,685.8712026396632,43945,824,833,2036,41909
2019-11-14,721.4187804253139,54642,831,836,3320,51322
2019-11-15,753.2920145830883,59521,833,838,5243,54278
2019-11-16,888.4157090199479,36896,839,838,5260,31636
2019-11-17,796.4923052959501,32100,836,837,3782,28318
2019-11-18,745.6944499031471,35621,832,828,1659,33962
2019-11-19,756.8747054099288,57419,1585,1626,3146,54273
2019-11-20,777.7967895878525,57625,836,842,3231,54394
2019-11-21,774.3789396452725,62696,839,845,4605,58091
2019-11-22,764.9369406419521,51063,843,842,3457,47606
2019-11-23,901.1904310516863,40088,844,843,6092,33996
2019-11-24,690.5157610492671,18146,827,832,1346,16800
2019-11-25,802.5612768059411,58709,844,843,4179,54530
2019-11-26,818.9326660171596,63638,848,847,5495,58143
2019-11-27,861.6630383986292,51356,846,847,4962,46394
2019-11-28,1094.8872812712546,16173,821,825,2972,13201
2019-11-29,800.1336836211723,23219,841,835,3114,20105
2019-11-30,934.9033827356036,26517,844,848,4429,22088
2019-12-01,803.3181522446324,10759,803,804,866,9893
2019-12-02,678.1945276945277,18018,805,807,587,17431
2019-12-03,707.9999745093041,39230,837,842,1498,37732
2019-12-04,790.8025071754179,47384,845,843,2120,45264
2019-12-05,810.9636322842515,49027,853,853,2165,46862
2019-12-06,817.3653767899704,51607,852,852,3189,48418
2019-12-07,940.9744132135613,34510,850,850,3981,30529
2019-12-08,834.3738702488548,32308,850,851,3590,28718
2019-12-09,874.0831088627554,15221,819,818,814,14407
2019-12-10,755.3570873100035,42435,847,857,1872,40563
2019-12-11,766.2479570455736,38180,845,844,1672,36508
2019-12-12,803.2390432098765,45360,859,853,2120,43240
2019-12-13,858.8665999211189,32961,849,845,1884,31077
2019-12-14,850.4914251726531,30263,856,853,3288,26975
2019-12-15,915.3321135572213,33886,866,857,3910,29976
2019-12-16,804.3601888918187,41717,850,851,1994,39723
2019-12-17,670.9117753717039,19303,831,842,800,18503
2019-12-18,765.9559343500977,37898,857,850,1491,36407
2019-12-19,690.0913721096058,29451,855,848,1019,28432
2019-12-20,745.9593674179309,34209,858,853,1507,32702
2019-12-21,734.2906338928527,24247,862,858,1934,22313
2019-12-22,822.6638708589733,23726,853,853,2589,21137
2019-12-23,900.2590461406702,37364,858,852,3504,33860
2019-12-24,837.8621302232177,25894,856,856,2632,23262
2019-12-25,1157.5725424247057,13082,833,823,3714,9368
2019-12-26,829.8078173313248,25226,848,855,3121,22105
2019-12-27,984.3532444668008,31808,870,863,4576,27232
2019-12-28,1045.7190743338008,28520,861,863,6528,21992
2019-12-29,1120.3747773820126,17968,847,848,3469,14499
2019-12-30,716.9063272367771,12138,808,810,750,11388
2019-12-31,950.7606156775627,31510,856,854,4441,27069
2020-01-01,1064.5749578793145,18170,2594,1222,3169,15001
2020-01-02,844.8520082840593,41625,2916,1278,4332,37293
2020-01-03,792.6274776666841,31927,2855,1259,2512,29415
2020-01-04,847.7133592470175,29495,2883,1276,3393,26102
2020-01-05,866.9636233110105,27647,2845,1262,2881,24766
2020-01-06,780.3491690270909,42830,2946,1289,1947,40883
2020-01-07,869.3149316814755,46634,2967,1296,2274,44360
2020-01-08,689.5124317474657,42497,2926,1285,1704,40793
2020-01-09,729.2828155369741,39435,2898,1284,1564,37871
2020-01-10,793.0832393785472,50938,3042,1314,3567,47371
2020-01-11,1200.6225910873668,56693,3135,1344,11584,45109
2020-01-12,1133.7608988674478,53301,3104,1334,11583,41718
2020-01-13,831.9174398435084,49553,3017,1297,3056,46497
2020-01-14,703.3605683472724,44230,2947,1297,2145,42085
2020-01-15,814.7994772324674,54366,3051,1298,3405,50961
2020-01-16,742.3090724605515,45319,2975,1279,2172,43147
2020-01-17,788.9052404594446,34193,2816,1269,1528,32665
2020-01-18,773.4901156923818,13324,2452,1163,893,12431
2020-01-19,795.2456840414839,25985,2843,1263,2805,23180
2020-01-20,755.9099207753823,24315,2755,1244,1506,22809
2020-01-21,703.5986263136724,37479,2873,1281,1425,36054
2020-01-22,725.5674251357485,43494,2947,1286,1838,41656
2020-01-23,711.7394758244835,48359,2997,1292,2367,45992
2020-01-24,785.6246886527292,51443,3028,1303,3550,47893
2020-01-25,721.7361925703742,17804,2635,1219,1508,16296
2020-01-26,839.5821454945524,36224,2958,1302,4729,31495
2020-01-27,715.0664978792994,46598,2980,1302,2208,44390
2020-01-28,701.7301672302144,48912,2964,1298,2337,46575
2020-01-29,708.9642202801995,47475,2970,1293,2173,45302
2020-01-30,705.2813953325162,45683,2949,1279,2237,43446
2020-01-31,679.8461679083541,47246,2995,1302,2702,44544
2020-03-01,849.6397926221821,31956,1573,1265,4160,27796
2020-03-02,926.6492750579314,57102,1688,1285,4695,52407
2020-03-03,988.6084066631363,49861,1660,1277,2962,46899
2020-03-04,857.936292850681,58796,1698,1291,4492,54304
2020-03-05,791.7335277135584,58830,1696,1295,4740,54090
2020-03-06,787.0252186109667,34233,1530,1240,2207,32026
2020-03-07,956.6131494793462,39562,1670,1284,6565,32997
2020-03-08,1099.0235157381883,47113,1709,1298,10500,36613
2020-03-09,1076.490239811419,68942,1741,1300,9944,58998
2020-03-10,1001.6942003605204,64465,1750,1287,6669,57796
2020-03-11,1000.0099838863616,61964,1725,1299,6564,55400
2020-03-12,926.4195968684128,51445,1699,1284,4937,46508
2020-03-13,1171.492576135096,43454,1693,1284,6544,36910
2020-03-14,1223.9762677139627,44333,1705,1305,11411,32922
2020-03-15,1273.0749955068236,36221,1659,1286,8580,27641
2020-03-16,1108.0291772651426,29542,1534,1270,3546,25996
2020-03-17,1159.3798087719504,24390,1502,1240,3465,20925
2020-03-18,1190.6794704191282,30562,1577,1259,5078,25484
2020-03-19,1212.8448864391664,20894,1473,1237,3209,17685
2020-03-20,1400.3352171106235,31414,1613,1281,6397,25017
2020-03-21,1580.7894912116744,31853,1593,1272,9180,22673
2020-03-22,1575.4971713755767,19934,1463,1247,4527,15407
2020-03-23,1033.94844713486,4012,943,927,338,3674
2020-03-24,1311.4723257432192,20948,1461,1247,3977,16971
2020-03-25,1219.6341012500516,12100,1301,1176,1571,10529
2020-03-26,1332.6551321552506,22049,1471,1264,4435,17614
2020-03-27,1555.05340905891,26576,1543,1281,6277,20299
2020-03-28,1147.2003374807027,8888,1210,1115,1446,7442
2020-03-29,1234.70646913169,9691,1237,1139,1666,8025
2020-03-30,1099.2073814648666,15081,1333,1204,2415,12666
2020-03-31,1044.93039490717,15022,1363,1211,2225,12797
2020-04-01,1586.6784842579445,20423,1654,973,3827,16596
2020-04-02,1700.046236050601,19051,1640,972,3668,15383
2020-04-03,1280.2940538468317,11347,1515,940,1732,9615
2020-04-04,1818.387883151892,28935,1685,980,8334,20601
2020-04-05,1624.7343761332818,25810,1677,978,7692,18118
2020-04-06,1874.030693913888,24712,1703,985,5959,18753
2020-04-07,1609.1941167109871,23691,1672,972,5156,18535
2020-04-08,1699.3662770163037,20793,1639,974,3901,16892
2020-04-09,1361.065945795838,14224,1531,945,2247,11977
2020-04-10,1263.6724638436083,16318,1602,952,2817,13501
2020-04-11,1851.0250390617953,33255,1710,980,10265,22990
2020-04-12,1791.252100233837,31646,1686,980,10685,20961
2020-04-13,1329.7716585708808,7823,1418,901,1543,6280
2020-04-14,1461.4738423396793,25371,1687,977,5682,19689
2020-04-15,1442.325953252124,22247,1641,972,4334,17913
2020-04-16,1281.5689875586377,19612,1637,974,3549,16063
2020-04-17,1378.355494615141,18942,1638,979,3310,15632
2020-04-18,1369.87471616789,15939,1573,954,3274,12665
2020-04-19,1901.364095671161,47172,1726,991,17748,29424
2020-04-20,1338.198593323909,21929,1651,968,4209,17720
2020-04-21,1260.855806440281,17080,1601,967,2826,14254
2020-04-22,1363.996390120037,23826,1677,983,4745,19081
2020-04-23,1275.239552125163,19175,1620,963,3452,15723
2020-04-24,1078.5255349168644,12630,1517,938,1823,10807
2020-04-25,1807.3523437996955,59110,1744,989,22349,36761
2020-04-26,1185.7925054121565,9608,1452,903,1867,7741
2020-04-27,1103.5969672747683,17815,1616,963,2784,15031
2020-04-28,1459.931665701116,39701,1723,986,10734,28967
2020-04-29,1094.1113637663775,21676,1661,978,3739,17937
2020-04-30,991.4194555042393,14507,1573,953,2170,12337
2020-05-01,1447.911523846356,25001,2933,1381,4831,20170
2020-05-02,2080.003662528672,73108,3322,1479,30240,42868
2020-05-03,2084.3716030748083,63931,3319,1475,26650,37281
2020-05-04,1529.4777000462113,32412,3084,1425,8005,24407
2020-05-05,1571.9929936656195,35148,3138,1439,8438,26710
2020-05-06,1316.8685619606058,17347,2759,1327,2880,14467
2020-05-07,1606.1437494240881,43796,3227,1463,11747,32049
2020-05-08,1138.8552453175917,17373,2785,1353,3010,14363
2020-05-09,1537.5514207017318,27833,3022,1400,7168,20665
2020-05-10,1791.9787994000471,54712,3290,1470,19805,34907
2020-05-11,1164.9777105204632,22782,2939,1375,4238,18544
2020-05-12,1495.1219216210472,36128,3128,1443,8386,27742
2020-05-13,1522.3787073969922,40715,3228,1451,10407,30308
2020-05-14,1505.811003738323,41743,3243,1463,10776,30967
2020-05-15,1869.2877826167987,53114,3309,1485,16447,36667
2020-05-16,1964.2604539923077,80576,3384,1503,34128,46448
2020-05-17,1799.7867501089377,63677,3338,1487,25141,38536
2020-05-18,1430.5174158610926,39215,3214,1468,9291,29924
2020-05-19,1493.656404294196,41008,3217,1460,10124,30884
2020-05-20,1564.023346780851,45672,3264,1480,11574,34098
2020-05-21,1455.2460767009425,48655,3267,1470,13415,35240
2020-05-22,1442.6408357909104,47553,3260,1478,13720,33833
2020-05-23,1455.5039627567467,23071,2941,1370,5510,17561
2020-05-24,1752.9921318517888,73081,3394,1515,30624,42457
2020-05-25,1688.5773047387725,68074,3357,1495,26945,41129
2020-05-26,1497.5581971194279,53154,3312,1496,15479,37675
2020-05-27,1482.9273178159924,55186,3343,1503,15617,39569
2020-05-28,1343.6525232653053,46253,3283,1488,11145,35108
2020-05-29,1367.7975839847795,53475,3331,1493,14400,39075
2020-05-30,1679.4999337615923,87261,3440,1527,34640,52621
2020-05-31,1566.0348587682024,80301,3428,1521,31397,48904
2020-06-01,2285.5582843221255,53044,3435,1236,14958,38086
2020-06-02,1888.0050346008773,46585,3383,1230,12502,34083
2020-06-03,1776.6855673723421,28859,3235,1215,6101,22758
2020-06-04,1671.0364734797558,39746,3350,1235,10084,29662
2020-06-05,1577.3426296150183,33127,3288,1221,6999,26128
2020-06-06,2182.5171900292726,56418,3429,1239,20306,36112
2020-06-07,1973.3089858118765,80612,3538,1259,30292,50320
2020-06-08,1807.6675771535984,60975,3501,1258,16912,44063
2020-06-09,1724.8591246872847,61922,3532,1255,17836,44086
2020-06-10,1792.4176520387646,63420,3527,1269,18274,45146
2020-06-11,1566.0817355803747,44057,3472,1257,9895,34162
2020-06-12,1603.7723628698682,72780,3625,1281,22549,50231
2020-06-13,1857.7792669017244,89983,3644,1289,36794,53189
2020-06-14,1823.2077123733857,80054,3608,1275,31992,48062
2020-06-15,1602.7708085934833,57743,3567,1278,15652,42091
2020-06-16,1576.1528932213891,65506,3605,1283,18292,47214
2020-06-17,1469.5109369749248,64185,3617,1278,17519,46666
2020-06-18,1616.7331181032637,62311,3590,1289,16973,45338
2020-06-19,1581.2693762051113,79476,3653,1288,25894,53582
2020-06-20,1772.0909845688475,81041,3632,1297,31226,49815
2020-06-21,1750.0378047172098,72375,3632,1292,27735,44640
2020-06-22,1397.4301452544214,59951,3586,1285,15870,44081
2020-06-23,1436.095692315589,67566,3635,1289,18503,49063
2020-06-24,1398.8338304129898,66953,3628,1284,18066,48887
2020-06-25,1388.2536500414758,69692,3654,1292,19130,50562
2020-06-26,1455.3140445495776,73825,3661,1307,21713,52112
2020-06-27,1496.6242864240003,59351,3600,1295,18900,40451
2020-06-28,1534.8952562973082,69309,3649,1295,23955,45354
2020-06-29,1260.2688400913723,61721,3631,1297,15809,45912
2020-06-30,1157.160645378416,64754,3638,1303,15673,49081
2020-07-01,1954.3313836632694,63560,4339,1603,15595,47965
2020-07-02,1972.4666348483536,73624,4370,1615,20767,52857
2020-07-03,1729.8564429051967,59501,4265,1608,17716,41785
2020-07-04,2310.502391101929,71191,4325,1612,27491,43700
2020-07-05,2304.725601919485,64781,4309,1595,23082,41699
2020-07-06,1884.2552368058825,46131,4153,1588,10714,35417
2020-07-07,1601.5663479442544,67964,4324,1613,16451,51513
2020-07-08,1890.0916157782556,63501,4292,1607,14712,48789
2020-07-09,1647.696258586487,76577,4387,1621,19954,56623
2020-07-10,1516.1823740608588,22830,3632,1520,4313,18517
2020-07-11,1640.8170351294266,66762,4311,1597,19896,46866
2020-07-12,1898.606976234859,84555,4413,1616,29940,54615
2020-07-13,1497.7940031343514,69248,4315,1603,17121,52127
2020-07-14,1753.971166707331,77235,4384,1609,19559,57676
2020-07-15,1367.6650853573562,78521,4379,1617,20026,58495
2020-07-16,1530.936199848594,79439,4366,1627,20655,58784
